x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.036483817430148044,0.015102427306479678,0.033007962708495334,0.328548953238946,0.025239988850165356,0.45730244981674145,0.19318338203229132,0.46298894956795894,0.5325712862207869,0.5332104114036783,0.4758127403814725,0.11354621544145142,0.09865247078482106,0.5678762845703405,0.35677093762854284,0.13172855932445218,0.4160725853865527,0.07273686922454306,0.3424795859258359,0.4060137396708272,-0.2525167317972491,0.25918638339893624,0.9059356960341713,0.44327586710154926,0.9225857007443395,-0.061786987804108864,0.45931797183968603,-0.4406192090058879,0.10311987386503355,0.6132400513972444,0.48890132653797796,0.14257831124606243,0.5332945010840209,0.20435071990485257,0.1564764914125516,0.2788967246893851,-0.16696123790067557,0.96693933264402,0.1622160317653096,0.7432216475136803,0.4918079602407178,0.10917268701932904,No
-0.04744426284126544,-0.040017646281530955,0.04523941042620587,0.3230583933943628,0.03806488373635887,0.39154546089940945,0.16334306603684587,0.4578562016618448,0.5392506593238271,0.6012473743348535,0.4885556771915344,0.184029164430071,0.0463317655877358,0.5709219099371361,0.4156855280805184,0.19112550110535975,0.3682573677385442,0.05898737001652759,0.3498459585581675,0.37232210728141163,-0.20340035630484846,0.275296659986242,0.8706559833832831,0.46897430218881336,0.9655890568239722,-0.1108597832507287,0.4025892464184569,-0.41718318959885436,0.19480521055707795,0.5912866317517892,0.4517465336118451,0.12679547670859667,0.5367734486199737,0.25529829333823284,0.12704240687585108,0.32645370045397903,-0.10983538507102061,0.9320795516312044,0.22780276443229783,0.7985724405820945,0.5183350881602551,0.057799176940915305,No
-0.01577916178211953,-0.030088284092702446,0.0678890583120831,0.3240783422225331,0.06195422055664059,0.40873575821192826,0.1727644155297769,0.5172131206991867,0.5132287337034439,0.6083453046429291,0.5040166774856774,0.07265114613962026,-0.022834543772029807,0.662475071302798,0.3920354476238264,0.15655758443484233,0.3962560065517021,0.1070747266906066,0.36755804997692665,0.4363613164069928,-0.20275210147877348,0.22873398852452992,0.9189412788085342,0.44467343131403175,0.9234499502093068,-0.10186532605228008,0.3824804080331472,-0.4177949824594371,0.16505769403658957,0.620686967272836,0.45263750166987177,0.14583499295065347,0.5662714771327878,0.17672116127559442,0.11973246711001326,0.2587282288358349,-0.15928038366853228,0.9253068077819717,0.23514285826666892,0.7412408061599121,0.5361406892281549,0.09270958603033704,No
-0.04409137094021266,-0.004691264320648845,0.07168921518259477,0.328839954062254,0.02819812219428261,0.37104476140151554,0.161733801909086,0.5241443897664348,0.4700497522924113,0.6158878881654287,0.5458351686764273,0.12248280288065838,0.011186492302451993,0.6153753585062893,0.4138398246437479,0.14928700535369105,0.3691220245192314,0.1041700329050687,0.3752553981019507,0.37344505438113107,-0.2498481999051533,0.27312114237902696,0.8847046350806624,0.44721634966147916,0.9049149879504133,-0.09222618857496014,0.5133390763947872,-0.42273418088284087,0.23468890116529365,0.6433723570412471,0.45556238029068064,0.14763018063520034,0.5283200589763157,0.17291454620929736,0.09491179839905901,0.2547671741059876,-0.181403534301488,0.9489492928956097,0.20203107623461242,0.7968606673000336,0.5127468072261709,0.14014332191889034,No
0.015192734908420383,0.016898756873135915,0.04888209994067253,0.3323909437108115,0.10671042838864492,0.4047638739555781,0.15858787522362988,0.45772053026788734,0.5432305258244645,0.6063305769548171,0.5417233790992073,0.13052748840819067,0.03276151104539048,0.6127090927686616,0.44009487191313923,0.16764657748176437,0.4299464191110882,0.10153755405268507,0.2750638417159889,0.4096335632337485,-0.28594334335637117,0.2788371680839142,0.9169247815530255,0.4660929367817919,0.9438856395085309,-0.036079526238419604,0.4184037634337676,-0.39304524128939405,0.22862785060863802,0.6456550348418293,0.42789644039368435,0.14883276833179032,0.4964010285434809,0.19116235619801275,0.1522418219386833,0.2556253945427436,-0.13430608378757056,0.8818165892559757,0.20510672130954066,0.7446779252581354,0.5011836835671436,0.06108521395014441,No
0.033482959973176595,-0.016468651238433264,0.09970931563617258,0.33330280571874965,0.009503094631539324,0.4250200595325159,0.18444417437745225,0.47781126468902857,0.49037087588278105,0.552468017083029,0.5386793623684524,0.1180714194319775,0.005079745531994483,0.6137148321791828,0.38570671675876533,0.14658754391084666,0.37762193094431146,0.07060070441116653,0.31988491829735705,0.40732111328844545,-0.2511890273923837,0.2906303836291713,0.8642439572739824,0.4043693277312656,0.9320383230197126,-0.013366282219546742,0.4492021985289495,-0.32038690519408347,0.2036989251483996,0.5999191232543176,0.3964089688437379,0.14941570959981312,0.5303057373159036,0.20905738078292155,0.13736762275473177,0.25125870286859403,-0.17405400273119204,0.9548933316375808,0.19800240356130072,0.7434122091036056,0.514921516608651,0.10628024489993874,No
0.005302910999166206,-0.008397317195114445,0.006455980265466531,0.32238267505736334,0.04664173718881486,0.4072864790707692,0.1332960412672684,0.5081218716152959,0.5203294729495875,0.6235912206740034,0.5327023584085023,0.13888832615748642,-0.0026865449197377572,0.6552923865186984,0.38016106135413774,0.16700789603715147,0.4100931777291923,0.11325886095633092,0.364419287665231,0.37112010598072,-0.26598214177917595,0.32909796232187866,0.8886998234508855,0.45134301732119064,0.9061685178140675,-0.06170553940161048,0.43921327766543156,-0.4173349173415973,0.2051889509235635,0.6457586819889456,0.4432182677867485,0.13786979864822088,0.5058102509388082,0.2301209675538265,0.12441690372527131,0.23753843035583375,-0.2124418293648989,0.8951357262283922,0.2220213530526003,0.7941470879837587,0.5411236235459327,0.06928678560170276,No
-0.040790372630582696,-0.03663861016996435,0.02536616845852284,0.37142468936218226,0.06456334030399848,0.39161971219952546,0.13997399153003048,0.43944017122187234,0.47634819583908006,0.6201576972324391,0.49739467597334125,0.07769481457544411,0.10089570858396668,0.5657859374155656,0.39026505658304705,0.21436445638841678,0.40134059828865665,0.07646494735198248,0.3103111780740792,0.3541280571528419,-0.2749690765308057,0.25327293919918104,0.8956110961243197,0.4517365200014154,0.9263987981245002,-0.10056734572956882,0.4420666768348061,-0.3784325719753585,0.18885340106743986,0.5873839557227908,0.4635598805370609,0.17012343217493903,0.4984040145321656,0.26480543680102175,0.154107655949561,0.2541621409698255,-0.1322589630433005,0.8567400205275083,0.22478963048279224,0.7512420843231884,0.4989748971784235,0.09659645298923697,No
0.008499155381414587,-0.005362143590698023,0.09011954529959199,0.2979308007279709,0.06403866277150845,0.40515848530372267,0.1503288749943984,0.4802099469872531,0.48839510525379687,0.536479846983498,0.4442609962435342,0.14479053113615864,-0.0050360728747493935,0.6083723063985608,0.4096386726896076,0.16400417145027332,0.44758616302684484,0.09595285789452215,0.3699211903373562,0.391673246880787,-0.25472037565203615,0.2524893227566163,0.933635524575695,0.4888393176383686,0.9861348054928881,-0.06239638708455269,0.406964481677067,-0.4300636394112628,0.1581038057659692,0.6158638807819333,0.44349235949315796,0.04491774799257196,0.5991589754652227,0.2041619825744082,0.12417326100192959,0.30345007087867043,-0.20490367166715556,0.926300059339797,0.19150499109273034,0.6986189340500841,0.5782100819515814,0.11047021771249815,No
0.027600029535451282,0.011029666403663234,0.08220806763501243,0.27811868755625957,0.0592773511135472,0.38124580876385694,0.12710156411273676,0.47745200635493096,0.5293716643440577,0.5691689760179426,0.49193259261503747,0.08697428774117139,0.03179844472469246,0.622793054968195,0.43173594798259624,0.19141541002832826,0.3703331742945486,0.07105876603789422,0.37111432005412226,0.4074887283870946,-0.2529340425214685,0.24027682803672398,0.9248966544092515,0.4453976989159583,0.9499531792779435,-0.07315094511948217,0.4018466102169794,-0.36847876687975734,0.1973390683918712,0.5715302375190324,0.4193456789422193,0.09787726243505226,0.5140583623924868,0.27903388323506545,0.1239311324062766,0.2967253650692456,-0.17257903820132264,0.8567673710107515,0.1949319287419391,0.6999031596758666,0.5013594955513216,0.056204867444344817,No
